,Ticker,Exchange,Name,Clean_Name
689,SPGI,NYSE , S&P Global Incorporated, S&P Global
690,BSX,NYSE , Boston Scientific Corporation, Boston Scientific
691,CCI,NYSE , Crown Castle International Corporation, Crown Castle International
692,ILMN,NASD , Illumina Incorporated, Illumina
693,DE,NYSE , Deere & Company, Deere & Company
694,ECL,NYSE , Ecolab Incorporated, Ecolab
695,HCA,NYSE , HCA Healthcare Incorporated, Hca Healthcare
696,PH,NYSE , Parker-Hannifin Corporation, Parker-Hannifin
697,ITW,NYSE , Illinois Tool Works Incorporated, Illinois Tool Works
698,NOC,NYSE , Northrop Grumman Corporation, Northrop Grumman
699,F,NYSE , Ford Motor Company, Ford Motor Company
700,HUM,NYSE , Humana Incorporated, Humana
701,ICE,NYSE , Intercontinental Exchange Incorporated, Intercontinental Exchange
702,MPC,NYSE , Marathon Petroleum Corporation, Marathon Petroleum
703,MU,NASD , Micron Technology Incorporated, Micron Technology
704,NSC,NYSE , Norfolk Southern Corporation, Norfolk Southern
705,PSX,NYSE , Phillips 66, Phillips 66
706,VRTX,NASD , Vertex Pharmaceuticals Incorporated, Vertex Pharmaceuticals
707,ZTS,NYSE , Zoetis Incorporated, Zoetis
708,DAL,NYSE , Delta Air Lines Incorporated, Delta Air Lines
709,EMR,NYSE , Emerson Electric Company, Emerson Electric Company
710,PLD,NYSE , Prologis Incorporated, Prologis
711,AEP,NYSE , American Electric Power Company Incorporated, American Electric Power Company
712,COF,NYSE , Capital One Financial Corporation, Capital One Financial
713,CTSH,NASD , Cognizant Technology Solutions Corp, Cognizant Technology Solutions
714,IR,NYSE , Ingersoll-Rand PLC, Ingersoll-Rand
715,MAR,NASD , Marriott International Incorporated, Marriott International
716,MMC,NYSE , Marsh & McLennan Companies, Marsh & McLennan Companies
717,MET,NYSE , Metlife Incorporated, Metlife
718,PRU,NYSE , Prudential Financial Incorporated, Prudential Financial
719,REGN,NASD , Regeneron Pharmaceuticals Incorporated, Regeneron Pharmaceuticals
720,WM,NYSE , Waste Management Incorporated, Waste Management
721,HPQ,NYSE , HP Incorporated, Hp
722,KMB,NYSE , Kimberly-Clark Corporation, Kimberly-Clark
723,CCL,NYSE , Carnival Corporation, Carnival
724,SHW,NYSE , The Sherwin-Williams Company, The Sherwin-Williams Company
725,ATVI,NASD , Activision Blizzard Incorporated, Activision Blizzard
726,AIG,NYSE , American International Group Incorporated, American International Group
727,AON,NYSE , Aon PLC, Aon
728,PGR,NYSE , The Progressive Corporation, The Progressive
729,PSA,NYSE , Public Storage Incorporated, Public Storage
730,TGT,NYSE , Target Corporation, Target
731,APD,NYSE , Air Products & Chemicals Incorporated, Air Products & Chemicals
732,BAX,NYSE , Baxter International Incorporated, Baxter International
733,STZ,NYSE , Constellation Brands Incorporated, Constellation Brands
734,EL,NYSE , Estee Lauder Companies Incorporated, Estee Lauder Companies
735,KMI,NYSE , Kinder Morgan Incorporated, Kinder Morgan
736,AMAT,NASD , Applied Materials Incorporated, Applied Materials
737,MNST,NASD , Monster Beverage Corporation, Monster Beverage
738,SYY,NYSE , Sysco Corporation, Sysco
739,AFL,NYSE , Aflac Incorporated, Aflac
740,ADI,NASD , Analog Devices Incorporated, Analog Devices
741,FIS,NYSE , Fidelity National Information Services Incorporated, Fidelity National Information Services
742,LYB,NYSE , LyondellBasell Industries Nv, Lyondellbasell Industries
743,SRE,NYSE , Sempra Energy, Sempra Energy
744,TRV,NYSE , The Travelers Companies Incorporated, The Travelers Companies
745,ETN,NYSE , Eaton Corporation, Eaton
746,EW,NYSE , Edwards Lifesciences Corporation, Edwards Lifesciences
747,EQIX,NASD , Equinix Incorporated, Equinix
748,FISV,NASD , Fiserv Incorporated, Fiserv
749,JCI,NYSE , Johnson Controls International Plc, Johnson Controls International
750,VLO,NYSE , Valero Energy Corporation, Valero Energy
751,0HCZ,NYSE , Allstate Corp, Allstate
752,ADSK,NASD , Autodesk Incorporated, Autodesk
753,EBAY,NASD , eBay Incorporated, Ebay
754,ROP,NYSE , Roper Technologies Incorporated, Roper Technologies
755,LUV,NYSE , Southwest Airlines Company, Southwest Airlines Company
756,VFC,NYSE , VF Corporation, Vf
757,WMB,NYSE , The Williams Companies Incorporated, The Williams Companies
758,ADM,NYSE , Archer Daniels Midland, Archer Daniels Midland
759,HAL,NYSE , Halliburton Company, Halliburton Company
760,ROST,NASD , Ross Stores Incorporated, Ross Stores
761,YUM,NYSE , Yum! Brands Incorporated, Yum! Brands
762,CNC,NYSE , Centene Corporation, Centene
763,GLW,NYSE , Corning Incorporated, Corning
764,DG,NYSE , Dollar General Corporation, Dollar General
765,PEG,NYSE , Public Service Enterprise Group Incorporated, Public Service Enterprise Group
766,XEL,NASD , Xcel Energy Incorporated, Xcel Energy
767,ALXN,NASD , Alexion Pharmaceuticals Incorporated, Alexion Pharmaceuticals
768,APH,NYSE , Amphenol Corporation, Amphenol
769,AVB,NYSE , Avalonbay Communities Incorporated, Avalonbay Communities
770,ED,NYSE , Consolidated Edison Incorporated, Consolidated Edison
771,EA,NASD , Electronic Arts Incorporated, Electronic Arts
772,MCO,NYSE , Moody's Corporation, Moody'S
773,ORLY,NASD , O'Reilly Automotive Incorporated, O'Reilly Automotive
774,PPG,NYSE , PPG Industries Incorporated, Ppg Industries
775,TWTR,NYSE , Twitter Incorporated, Twitter
776,WELL,NYSE , Welltower Incorporated, Welltower
777,CXO,NYSE , Concho Resources Incorporated, Concho Resources
778,DFS,NYSE , Discover Financial Services, Discover Financial Services
779,EQR,NYSE , Equity Residential, Equity Residential
780,ES,NYSE , Eversource Energy, Eversource Energy
781,GIS,NYSE , General Mills Incorporated, General Mills
782,KR,NYSE , The Kroger Company, The Kroger Company
783,MCK,NYSE , Mckesson Corporation, Mckesson
784,MSCI,NYSE , MSCI Incorporated, Msci
785,NDAQ,NASD , Nasdaq Incorporated, Nasdaq
786,OKE,NYSE , Oneok Incorporated, Oneok
787,PXD,NYSE , Pioneer Natural Resources Company, Pioneer Natural Resources Company
788,STT,NYSE , State Street Corporation, State Street
789,TEL,NYSE , TE Connectivity Limited, Te Connectivity
790,UAL,NASD , United Airlines Holdings Incorporated, United Airlines Holdings
791,DLR,NYSE , Digital Realty Trust Incorporated, Digital Realty Trust
792,DTE,NYSE , DTE Energy Company, DTE Energy Company
793,FTV,NYSE , Fortive Corporation, Fortive
794,HPE,NYSE , Hewlett Packard Enterprise Company, Hewlett Packard Enterprise Company
795,HLT,NYSE , Hilton Worldwide Holdings Incorporated, Hilton Worldwide Holdings
796,HRL,NYSE , Hormel Foods Corporation, Hormel Foods
797,IQV,NYSE , IQVIA Holdings Incorporated, Iqvia Holdings
798,LRCX,NASD , Lam Research Corporation, Lam Research
799,MSI,NYSE , Motorola Solutions Incorporated, Motorola Solutions
800,PAYX,NASD , Paychex Incorporated, Paychex
801,RSG,NYSE , Republic Services Incorporated, Republic Services
802,XLNX,NASD , Xilinx Incorporated, Xilinx
803,A,NYSE , Agilent Technologies Incorporated, Agilent Technologies
804,AZO,NYSE , Autozone Incorporated, Autozone
805,CMI,NYSE , Cummins Incorporated, Cummins
806,FLT,NYSE , Fleetcor Technologies Incorporated, Fleetcor Technologies
807,K,NYSE , Kellogg Company, Kellogg Company
808,MTB,NYSE , M&T Bank Corporation, M&T Bank
809,PPL,NYSE , PPL Corporation, Ppl
810,RCL,NYSE , Royal Caribbean Cruises Limited, Royal Caribbean Cruises
811,TROW,NASD , T Rowe Price Group Incorporated, T Rowe Price Group
812,VTR,NYSE , Ventas Incorporated, Ventas
813,WEC,NYSE , Wec Energy Group Incorporated, Wec Energy Group
814,ZBH,NYSE , Zimmer Biomet Holdings Incorporated, Zimmer Biomet Holdings
815,AMD,NASD , Advanced Micro Devices Incorporated, Advanced Micro Devices
816,ABC,NYSE , AmerisourceBergen Corporation, Amerisourcebergen
817,BBY,NYSE , Best Buy Company Incorporated, Best Buy Company
818,BXP,NYSE , Boston Properties Incorporated, Boston Properties
819,CLX,NYSE , The Clorox Company, The Clorox Company
820,INFO,NYSE , Ihs Markit Limited, Ihs Markit
821,PCAR,NASD , Paccar Incorporated, Paccar
822,VRSK,NASD , Verisk Analytics Incorporated, Verisk Analytics
823,WLTW,NASD , Willis Towers Watson PLC, Willis Towers Watson
824,CTL,NYSE , Centurylink Incorporated, Centurylink
825,DLTR,NASD , Dollar Tree Incorporated, Dollar Tree
826,EIX,NYSE , Edison International, Edison International
827,FE,NYSE , Firstenergy Corporation, Firstenergy
828,IP,NYSE , International Paper Company, International Paper Company
829,LHX,NYSE , L3Harris Technologies Incorporated, L3Harris Technologies
830,L,NYSE , Loews Corporation, Loews
831,NEM,NYSE , Newmont Goldcorp Corporation, Newmont Goldcorp
832,TSN,NYSE , Tyson Foods Incorporated, Tyson Foods
833,WY,NYSE , Weyerhaeuser Company, Weyerhaeuser Company
834,AAL,NASD , American Airlines Incorporated, American Airlines
835,AWK,NYSE , American Water Works Company Incorporated, American Water Works Company
836,APTV,NYSE , Aptiv PLC, Aptiv
837,CAH,NYSE , Cardinal Health Incorporated, Cardinal Health
838,CERN,NASD , Cerner Corporation, Cerner
839,CTAS,NASD , Cintas Corporation, Cintas
840,ETR,NYSE , Entergy Corporation, Entergy
841,EXPE,NASD , Expedia Group Incorporated, Expedia Group
842,FITB,NASD , Fifth Third Bancorp, Fifth Third Bancorp
843,FRC,NYSE , First Republic Bank, First Republic Bank
844,FCX,NYSE , Freeport-Mcmoran Incorporated, Freeport-Mcmoran
845,MRO,NYSE , Marathon Oil Corporation, Marathon Oil
846,MKC,NYSE , Mccormick & Company Incorporated, Mccormick & Company
847,MCHP,NASD , Microchip Technology Incorporated, Microchip Technology
848,NTAP,NASD , Netapp Incorporated, Netapp
849,NTRS,NASD , Northern Trust Corporation, Northern Trust
850,NUE,NYSE , Nucor Corporation, Nucor
851,O,NYSE , Realty Income Corporation, Realty Income
852,ROK,NYSE , Rockwell Automation Incorporated, Rockwell Automation
853,SBAC,NASD , SBA Communications Corporation, Sba Communications
854,VRSN,NASD , Verisign Incorporated, Verisign
855,GWW,NYSE , WW Grainger Incorporated, Ww Grainger
856,ALGN,NASD , Align Technology Incorporated, Align Technology
857,AME,NYSE , Ametek Incorporated, Ametek
858,ANET,NYSE , Arista Networks Incorporated, Arista Networks
859,BLL,NYSE , Ball Corporation, Ball
860,CHD,NYSE , Church & Dwight Company Incorporated, Church & Dwight Company
861,DXC,NYSE , DXC Technology, DXC Technology
862,ESS,NYSE , Essex Property Trust Incorporated, Essex Property Trust
863,HES,NYSE , Hess Corporation, Hess
864,KEY,NYSE , Keycorp, Keycorp
865,MYL,NASD , Mylan Nv, Mylan
866,OMC,NYSE , Omnicom Group Incorporated, Omnicom Group
867,SWK,NYSE , Stanley Black & Decker Incorporated, Stanley Black & Decker
868,SYF,NYSE , Synchrony Financial, Synchrony Financial
869,TDG,NYSE , Transdigm Group Incorporated, Transdigm Group
870,0HCH,NYSE , Alexandria Real Estate Equities Incorporated, Alexandria Real Estate Equities
871,AEE,NYSE , Ameren Corporation, Ameren
872,AMP,NYSE , Ameriprise Financial Incorporated, Ameriprise Financial
873,CFG,NYSE , Citizens Financial Group Incorporated, Citizens Financial Group
874,CMS,NYSE , CMS Energy Corporation, Cms Energy
875,CAG,NYSE , Conagra Brands Incorporated, Conagra Brands
876,DRI,NYSE , Darden Restaurants Incorporated, Darden Restaurants
877,FAST,NASD , Fastenal Company, Fastenal Company
878,FRT,NYSE , Federal Realty Investment Trust, Federal Realty Investment Trust
879,BEN,NYSE , Franklin Resources Incorporated, Franklin Resources
880,GPN,NYSE , Global Payments Incorporated, Global Payments
881,HIG,NYSE , The Hartford Financial Services Group Incorporated, The Hartford Financial Services Group
882,HSY,NYSE , The Hershey Company, The Hershey Company
883,IDXX,NASD , Idexx Laboratories Incorporated, Idexx Laboratories
884,RF,NYSE , Regions Financial Corporation, Regions Financial
885,RMD,NYSE , Resmed Incorporated, Resmed
886,AJG,NYSE , Arthur J Gallagher & Company, Arthur J Gallagher & Company
887,BF/B,NYSE , Brown-Forman Corporation, Brown-Forman
888,CNP,NYSE , Centerpoint Energy Inc, Centerpoint Energy
889,CTXS,NASD , Citrix Systems Incorporated, Citrix Systems
890,DHI,NYSE , DR Horton Incorporated, Dr Horton
891,DVN,NYSE , Devon Energy Corporation, Devon Energy
892,EVRG,NYSE , Evergy Incorporated, Evergy
893,FMC,NYSE , FMC Corporation, Fmc
894,GPC,NYSE , Genuine Parts Company, Genuine Parts Company
895,HST,NYSE , Host Hotels & Resorts Incorporated, Host Hotels & Resorts
896,HBAN,NASD , Huntington Bancshares Incorporated, Huntington Bancshares
897,INCY,NASD , Incyte Corporation, Incyte
898,IFF,NYSE , International Flavors & Fragrances Incorporated, International Flavors & Fragrances
899,MXIM,NASD , Maxim Integrated Products Incorporated, Maxim Integrated Products
900,MTD,NYSE , Mettler Toledo International Incorporated, Mettler Toledo International
901,MGM,NYSE , MGM Resorts International, MGM Resorts International
902,TXT,NYSE , Textron Incorporated, Textron
903,ULTA,NASD , Ulta Beauty Incorporated, Ulta Beauty
904,VNO,NYSE , Vornado Realty Trust, Vornado Realty Trust
905,WAT,NYSE , Waters Corporation, Waters
906,ABMD,NASD , Abiomed Incorporated, Abiomed
907,AAP,NYSE , Advance Auto Parts Incorporated, Advance Auto Parts
